5344.98541355655-3711.46306412218i
-2767.86216988141-95114.9962476308i
68492.2944198331-62458.4598278291i
15164.6661905571-12723.7167755711i
-2699.09701232966-3204.86821292843i
4964.10787382005+10580.4941382414i
8623.6748806426+1091.68096243618i
-8093.50714682797+8259.89052153063i
-36914.4814736283+97957.5488352858i
-56250.7991651492+86912.3392138271i
-809.88744378065+16061.5520166678i
-1703.09245437641-6188.91706923003i
-4399.94393140832+6232.95191560987i
10991.602391258+9078.15446166037i
3941.32886626287-11378.5553593424i
-1544.04576140294-9771.33184494363i
71997.2664366468-72132.050940941i
22476.2291014044-102492.944233967i
3749.52414338032-5368.99014546895i
8994.3859478058-8031.9065563875i
-8847.95063017043-4259.49876152092i
3421.73212633422+15711.9669679327i
14862.5527533751-2787.45775553876i
-11035.0219647953-8729.85054165575i
-14617.3227814507+21991.0713322572i
-84157.7640795825+39784.7550825138i
10108.8760766887+95353.1372795466i
-11679.044305334+20940.4524523012i
12378.5528501346+8533.69639787114i
-1097.86308858471-13756.5534689078i
-11190.6314514499+10502.6512328035i
17564.6942854533+13347.4972775909i
6103.78409665819-18327.5008758161i
-16262.8066149209+4001.74338465556i
29949.6743045566+4017.40593071759i
105345.175550071-6724.70282595766i
-40752.3079888148-96418.8452442988i
-15562.6857812416-28515.0504457287i
-1013.43774869057+16237.0505650811i
15623.6011722068-11126.634625768i
-17480.7215093352-7781.54906529061i
2186.36228684357+25690.2255855717i
26072.3710359957-6783.8043792635i
-18014.7357153722-19005.3795563857i
-6703.49446960241+25945.2471637019i
2047.0440627358-19901.6593468421i
-109652.232707359-62950.9999808923i
95163.5194187484+76159.2968166273i
23787.5940108247-7044.53849696505i
-22549.4444395214+11955.9308984536i
23333.8644371154+12163.3882095261i
-2087.51652219044-25895.4716574555i
-22939.6519203095+17225.5696447675i
28736.4168586518+21912.1061436488i
10559.7085952562-33520.5342373142i
-34704.9803951693+9339.57177099238i
35035.1280653619+18660.0986971212i
-14555.7490600137-14878.1615063038i
-99473.4376556007+154852.374684812i
-122599.022202264+137604.445221632i
14293.7895988478+14396.4559408649i
-25983.0282393283-30067.3545630109i
-826.115341259269+35905.219604919i
29209.251839521-20072.4344555696i
-32546.3318812497-15204.3449493167i
251.950372104322+43645.1041077937i
45628.4984356531-12680.2839218266i
-32613.1217063084-35911.4391819742i
-9468.27275553802+51170.4866313439i
36745.6322676944-43623.0964101339i
-34713.2662892961+45091.2498874399i
5335.41851248085+29749.8430432384i
-31563.2274751597+1506.58477006399i
-38746.2486521653+40370.7148989262i
36448.2313568679-44722.6521523197i
-47762.4814758986+20313.4767764305i
43903.8287898828+22191.3747672647i
-3867.85208863631-47854.9073483499i
-43563.7275027012+28434.2086780825i
47996.355552539+38101.0072854984i
19517.0479698382-60809.8064763011i
-67398.4205418221+16327.8726013593i
68538.7635270072+40656.7530179693i
-69179.9865389644-67345.0260773252i
191191.142381941-114738.999604963i
1680.92089217422-748.063660248018i
447.566170851969-1917.83947558156i
67510.818305931-209917.482709729i
78879.4580977797+56559.452357848i
-53816.6039620807-59092.6153131101i
178.378570844907+70231.1792556447i
53990.9377205066-37555.8258216221i
-59188.9182365924-29187.0544207649i
